site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
2,30.2536,80.1532,24,5,1108,1169
3,40.4536,90.8563,24,4,1096,1145
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
3,2008/01/09,253,253,157,255,253,253,N\A
3,2008/01/17,253,253,157,255,253,253,N\A
3,2008/01/25,253,253,157,255,253,253,N\A
3,2008/02/02,253,253,157,255,253,253,N\A
3,2008/02/10,253,253,157,255,253,253,N\A
3,2008/02/18,253,253,157,255,253,253,N\A
3,2008/02/26,253,253,157,255,253,253,N\A
3,2008/03/05,253,253,157,255,253,253,N\A
3,2008/03/13,253,253,157,255,253,253,N\A
3,2008/03/21,253,253,157,255,253,253,N\A
3,2008/03/29,253,253,157,255,253,253,N\A
3,2008/04/06,253,253,157,255,253,253,N\A
3,2008/04/14,253,253,157,255,253,253,N\A
3,2008/04/22,253,253,157,255,253,253,N\A
3,2008/04/30,253,253,157,255,253,253,N\A
3,2008/05/08,253,253,157,255,253,253,N\A
3,2008/05/16,253,253,157,255,253,253,N\A
3,2008/05/24,253,253,157,255,253,253,N\A
3,2008/06/01,253,253,157,255,253,253,N\A
3,2008/06/09,253,253,157,255,253,253,N\A
3,2008/06/17,253,253,157,255,253,253,N\A
3,2008/06/25,253,253,157,255,253,253,N\A
3,2008/07/03,253,253,157,255,253,253,N\A
3,2008/07/11,253,253,157,255,253,253,N\A
3,2008/07/19,253,253,157,255,253,253,N\A
3,2008/07/27,253,253,157,255,253,253,N\A
3,2008/08/04,253,253,157,255,253,253,N\A
3,2008/08/12,253,253,157,255,253,253,N\A
3,2008/08/20,253,253,157,255,253,253,N\A
3,2008/08/28,253,253,157,255,253,253,N\A
3,2008/09/05,253,253,157,255,253,253,N\A
3,2008/09/13,253,253,157,255,253,253,N\A
3,2008/09/21,253,253,157,255,253,253,N\A
3,2008/09/29,253,253,157,255,253,253,N\A
3,2008/10/07,253,253,157,255,253,253,N\A
3,2008/10/15,253,253,157,255,253,253,N\A
3,2008/10/23,253,253,157,255,253,253,N\A
3,2008/10/31,253,253,157,255,253,253,N\A
3,2008/11/08,253,253,157,255,253,253,N\A
3,2008/11/16,253,253,157,255,253,253,N\A
3,2008/11/24,253,253,157,255,253,253,N\A
3,2008/12/02,253,253,157,255,253,253,N\A
3,2008/12/10,253,253,157,255,253,253,N\A
3,2008/12/18,253,253,157,255,253,253,N\A
3,2008/12/26,253,253,157,255,253,253,N\A
