         88486 function calls (86039 primitive calls) in 0.412 CPU seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 SocketServer.py:150(BaseServer)
        1    0.000    0.000    0.000    0.000 files.py:323(ImageField)
        1    0.000    0.000    0.000    0.000 geometries.py:672(GeometryCollection)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 unittest.py:668(_TextTestResult)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:990(PositiveSmallIntegerField)
        1    0.000    0.000    0.000    0.000 base.py:10(File)
        1    0.000    0.000    0.000    0.000 __init__.py:1258(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:979(SafeEval)
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 tree.py:8(Node)
        1    0.000    0.000    0.000    0.000 _datasource.py:148(DataSource)
        1    0.000    0.000    0.000    0.000 urllib2.py:187(Request)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(URLField)
        1    0.000    0.000    0.000    0.000 feature.py:15(Feature)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 sre_parse.py:134(__delitem__)
       11    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 dictconfig.py:40(_checkLevel)
        1    0.000    0.000    0.000    0.000 models.py:829(InlineForeignKeyField)
        1    0.000    0.000    0.000    0.000 related.py:1002(ManyToManyField)
        1    0.000    0.000    0.000    0.000 related.py:934(OneToOneField)
        1    0.000    0.000    0.000    0.000 threadsafe.py:23(GEOSFunc)
        1    0.000    0.000    0.000    0.000 creation.py:10(BaseDatabaseCreation)
        1    0.000    0.000    0.000    0.000 posixpath.py:94(splitext)
        1    0.000    0.000    0.000    0.000 mimetypes.py:50(MimeTypes)
        1    0.000    0.000    0.000    0.000 functional.py:309(SimpleLazyObject)
        1    0.000    0.000    0.000    0.000 _import_tools.py:6(PackageLoader)
        1    0.000    0.000    0.000    0.000 npyio.py:123(NpzFile)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:58(__getattr__)
        1    0.000    0.000    0.000    0.000 unittest.py:401(TestSuite)
        1    0.000    0.000    0.000    0.000 __init__.py:541(CharField)
        1    0.000    0.000    0.000    0.000 dictconfig.py:266(DictConfigurator)
        6    0.000    0.000    0.000    0.000 __init__.py:546(__init__)
        1    0.000    0.000    0.000    0.000 models.py:224(BaseModelForm)
        1    0.000    0.000    0.000    0.000 fields.py:796(MultiValueField)
        1    0.000    0.000    0.000    0.000 __init__.py:258(BaseDatabaseFeatures)
        1    0.000    0.000    0.000    0.000 datastructures.py:6(MergeDict)
        1    0.000    0.000    0.000    0.000 dispatcher.py:13(Signal)
        5    0.000    0.000    0.000    0.000 copy.py:224(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 dictconfig.py:153(__init__)
        1    0.000    0.000    0.000    0.000 field.py:11(Field)
        1    0.000    0.000    0.000    0.000 httplib.py:319(HTTPResponse)
        1    0.000    0.000    0.000    0.000 datastructures.py:101(SortedDict)
        1    0.000    0.000    0.000    0.000 urlparse.py:64(ResultMixin)
       79    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 storage.py:145(FileSystemStorage)
       47    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:568(CommaSeparatedIntegerField)
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 __init__.py:324(Formatter)
        1    0.000    0.000    0.000    0.000 field.py:134(OFTDateTime)
        1    0.000    0.000    0.000    0.000 unittest.py:101(TestResult)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:913(IPAddressField)
        1    0.000    0.000    0.000    0.000 fields.py:773(ComboField)
        1    0.000    0.000    0.000    0.000 __init__.py:1000(SlugField)
        1    0.000    0.000    0.000    0.000 fields.py:268(PointField)
        7    0.000    0.000    0.000    0.000 datastructures.py:166(keys)
        1    0.000    0.000    0.000    0.000 validators.py:185(MaxLengthValidator)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 collections.py:14(GeometryCollection)
        1    0.000    0.000    0.000    0.000 widgets.py:30(Media)
        1    0.000    0.000    0.000    0.000 handlers.py:1106(MemoryHandler)
        1    0.000    0.000    0.000    0.000 fields.py:292(GeometryCollectionField)
        2    0.000    0.000    0.000    0.000 introspection.py:3(DatabaseIntrospection)
        1    0.000    0.000    0.000    0.000 tz.py:69(LocalTimezone)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
       47    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 threading.py:272(notify)
        1    0.000    0.000    0.000    0.000 related.py:652(ManyRelatedObjectsDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:1023(TextField)
        5    0.000    0.000    0.000    0.000 related.py:858(get_attname)
        1    0.000    0.000    0.000    0.000 geometries.py:568(LineString)
        9    0.000    0.000    0.000    0.000 operations.py:193(max_name_length)
        1    0.000    0.000    0.000    0.000 fields.py:447(EmailField)
        1    0.000    0.000    0.000    0.000 __init__.py:979(PositiveIntegerField)
        1    0.000    0.000    0.000    0.000 safestring.py:27(SafeString)
        1    0.000    0.000    0.000    0.000 fields.py:339(DateField)
        1    0.000    0.000    0.000    0.000 validators.py:150(BaseValidator)
        2    0.000    0.000    0.000    0.000 warnings.py:324(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:145(LineSplitter)
        1    0.000    0.000    0.000    0.000 utils.py:105(ConnectionRouter)
        1    0.000    0.000    0.000    0.000 fields.py:367(TimeField)
        2    0.000    0.000    0.000    0.000 numeric.py:1381(set_string_function)
        1    0.000    0.000    0.000    0.000 tzinfo.py:31(LocalTimezone)
        1    0.000    0.000    0.000    0.000 base.py:22(GEOSBase)
        1    0.000    0.000    0.000    0.000 getlimits.py:184(iinfo)
        9    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 aggregates.py:5(Aggregate)
        1    0.000    0.000    0.000    0.000 __init__.py:817(FilePathField)
        1    0.000    0.000    0.000    0.000 fields.py:284(MultiLineStringField)
        7    0.000    0.000    0.000    0.000 manager.py:209(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2465(MaskedIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 __init__.py:801(EmailField)
        1    0.000    0.000    0.000    0.000 __init__.py:23(__init__)
        1    0.000    0.000    0.000    0.000 util.py:36(ErrorList)
        1    0.000    0.000    0.000    0.000 fields.py:956(SlugField)
        1    0.000    0.000    0.000    0.000 base.py:67(DatabaseFeatures)
        1    0.000    0.000    0.000    0.000 geometries.py:626(Polygon)
        1    0.000    0.000    0.000    0.000 fields.py:393(DateTimeField)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:404(DateTimeInput)
        2    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 models.py:666(BaseInlineFormSet)
        3    0.000    0.000    0.000    0.000 core.py:731(__init__)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 where.py:264(NothingNode)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:19(UploadedFile)
        1    0.000    0.000    0.000    0.000 validators.py:174(MinValueValidator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 datasource.py:52(DataSource)
        1    0.000    0.000    0.000    0.000 message.py:168(EmailMessage)
       14    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 widgets.py:138(Widget)
       15    0.000    0.000    0.000    0.000 {iter}
        1    0.000    0.000    0.000    0.000 client.py:6(DatabaseClient)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 SocketServer.py:342(TCPServer)
        1    0.000    0.000    0.000    0.000 geometries.py:541(Point)
        1    0.000    0.000    0.000    0.000 fields.py:276(PolygonField)
        1    0.000    0.000    0.000    0.000 urllib2.py:742(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 generator.py:32(Generator)
        1    0.000    0.000    0.000    0.000 urllib2.py:1389(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 fields.py:949(IPAddressField)
        1    0.000    0.000    0.000    0.000 geom.py:12(env_func)
        2    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 urllib2.py:1330(FTPHandler)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 fields.py:288(MultiPolygonField)
        1    0.000    0.000    0.000    0.000 SocketServer.py:640(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:504(Filter)
        1    0.000    0.000    0.000    0.000 charset.py:155(Charset)
        1    0.000    0.000    0.000    0.000 __init__.py:1135(XMLField)
        1    0.000    0.000    0.000    0.000 models.py:404(BaseModelFormSet)
        1    0.000    0.000    0.000    0.000 calendar.py:496(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 urllib2.py:1202(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 tzinfo.py:7(FixedOffset)
        1    0.000    0.000    0.000    0.000 safestring.py:59(SafeUnicode)
        1    0.000    0.000    0.000    0.000 fields.py:516(ImageField)
        1    0.000    0.000    0.000    0.000 functional.py:263(LazyObject)
        1    0.000    0.000    0.000    0.000 related.py:4(BoundRelatedObject)
        1    0.000    0.000    0.000    0.000 core.py:7107(_convert2ma)
        1    0.000    0.000    0.000    0.000 validators.py:169(MaxValueValidator)
        1    0.000    0.000    0.000    0.000 validators.py:179(MinLengthValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:1017(SmallIntegerField)
        1    0.000    0.000    0.000    0.000 fields.py:280(MultiPointField)
        1    0.000    0.000    0.000    0.000 unittest.py:734(TextTestRunner)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:144(_ndptr)
        1    0.000    0.000    0.000    0.000 {sorted}
        1    0.000    0.000    0.000    0.000 images.py:9(ImageFile)
        1    0.000    0.000    0.000    0.000 fields.py:272(LineStringField)
        1    0.000    0.000    0.000    0.000 aggregates.py:5(GeoAggregate)
        1    0.000    0.000    0.000    0.000 base.py:183(_set_isolation_level)
        1    0.000    0.000    0.000    0.000 widgets.py:576(SelectMultiple)
        4    0.000    0.000    0.000    0.000 optparse.py:665(_check_choice)
        1    0.000    0.000    0.000    0.000 datastructures.py:172(values)
        1    0.000    0.000    0.000    0.000 widgets.py:844(SplitHiddenDateTimeWidget)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method release}
        1    0.000    0.000    0.000    0.000 creation.py:4(DatabaseCreation)
        1    0.000    0.000    0.000    0.000 storage.py:19(Storage)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 collections.py:97(MultiLineString)
        1    0.000    0.000    0.000    0.000 dateformat.py:35(TimeFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:142(UserSettingsHolder)
        1    0.000    0.000    0.000    0.000 urllib.py:615(FancyURLopener)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        5    0.000    0.000    0.000    0.000 related.py:383(__init__)
        2    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        2    0.000    0.000    0.000    0.000 warnings.py:361(__exit__)
        2    0.000    0.000    0.000    0.000 proxy.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:482(Repository)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 calendar.py:372(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 related.py:89(RelatedField)
        1    0.000    0.000    0.000    0.000 posixpath.py:79(split)
        1    0.000    0.000    0.000    0.000 random.py:643(WichmannHill)
        1    0.000    0.000    0.000    0.000 __init__.py:588(Handler)
        2    0.000    0.000    0.000    0.000 {zip}
        1    0.000    0.000    0.000    0.000 calendar.py:255(TextCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:21(LazySettings)
       13    0.000    0.000    0.000    0.000 threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 threading.py:179(_Condition)
        5    0.000    0.000    0.000    0.000 related.py:764(is_hidden)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 threading.py:742(_MainThread)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
       10    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 UserDict.py:17(__getitem__)
        1    0.000    0.000    0.000    0.000 aggregates.py:18(Aggregate)
        1    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        1    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'set_client_encoding' of 'psycopg2._psycopg.connection' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:357(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 related.py:697(ReverseManyRelatedObjectsDescriptor)
        1    0.000    0.000    0.000    0.000 datastructures.py:424(ImmutableList)
        1    0.000    0.000    0.000    0.000 httplib.py:1004(HTTP)
        1    0.000    0.000    0.000    0.000 random.py:793(SystemRandom)
        5    0.000    0.000    0.000    0.000 related.py:285(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:5(SQLEvaluator)
        4    0.000    0.000    0.000    0.000 optparse.py:708(_check_callback)
        4    0.000    0.000    0.000    0.000 optparse.py:699(_check_nargs)
        1    0.000    0.000    0.000    0.000 fields.py:880(FilePathField)
        1    0.000    0.000    0.000    0.000 __init__.py:462(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 unittest.py:470(FunctionTestCase)
        4    0.000    0.000    0.000    0.000 optparse.py:693(_check_const)
        1    0.000    0.000    0.000    0.000 SocketServer.py:453(UDPServer)
        1    0.000    0.000    0.000    0.000 threading.py:99(_RLock)
        1    0.000    0.000    0.000    0.000 related.py:377(ForeignRelatedObjectsDescriptor)
        1    0.000    0.000    0.000    0.000 smtp.py:12(EmailBackend)
        1    0.000    0.000    0.000    0.000 field.py:97(OFTInteger)
        1    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 widgets.py:691(CheckboxSelectMultiple)
        1    0.000    0.000    0.000    0.000 envelope.py:19(OGREnvelope)
        1    0.000    0.000    0.000    0.000 widgets.py:635(RadioFieldRenderer)
        2    0.000    0.000    0.000    0.000 __init__.py:1185(addHandler)
        1    0.000    0.000    0.000    0.000 {built-in method groups}
        1    0.000    0.000    0.000    0.000 __init__.py:1266(LoggerAdapter)
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 measure.py:41(MeasureBase)
        1    0.000    0.000    0.000    0.000 unittest.py:534(TestLoader)
        1    0.000    0.000    0.000    0.000 threading.py:299(_Semaphore)
        1    0.000    0.000    0.000    0.000 function_base.py:1753(vectorize)
        1    0.000    0.000    0.000    0.000 adapter.py:8(PostGISAdapter)
        1    0.000    0.000    0.000    0.000 field.py:112(OFTReal)
        9    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 related.py:15(RelatedObject)
        1    0.000    0.000    0.000    0.000 field.py:124(OFTDate)
        1    0.000    0.000    0.000    0.000 subqueries.py:136(InsertQuery)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 fields.py:199(CharField)
        1    0.000    0.000    0.000    0.000 urllib2.py:297(OpenerDirector)
        2    0.000    0.000    0.000    0.000 __init__.py:409(__init__)
        1    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:857(ftpwrapper)
        1    0.000    0.000    0.000    0.000 handlers.py:155(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 widgets.py:372(DateInput)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 where.py:23(WhereNode)
        1    0.000    0.000    0.000    0.000 widgets.py:543(NullBooleanSelect)
        1    0.000    0.000    0.000    0.000 query.py:28(RawQuery)
        1    0.000    0.000    0.000    0.000 utils.py:106(__init__)
       13    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 extensions.py:84(SQL_IN)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:108(SimpleUploadedFile)
        1    0.000    0.000    0.000    0.000 base.py:33(CursorWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:510(_set_ident)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:85(InMemoryUploadedFile)
        1    0.000    0.000    0.000    0.000 core.py:5851(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 base.py:121(ContentFile)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 decimal.py:4984(_WorkRep)
        1    0.000    0.000    0.000    0.000 urllib2.py:520(HTTPRedirectHandler)
        3    0.000    0.000    0.000    0.000 extensions.py:78(register_adapter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 base.py:265(AppCommand)
        1    0.000    0.000    0.000    0.000 decimal.py:3654(_ContextManager)
        1    0.000    0.000    0.000    0.000 fields.py:747(TypedMultipleChoiceField)
        1    0.000    0.000    0.000    0.000 handlers.py:407(SocketHandler)
        1    0.000    0.000    0.000    0.000 core.py:2246(_MaskedPrintOption)
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5863(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(ValidationError)
        1    0.000    0.000    0.000    0.000 loading.py:43(__init__)
        6    0.000    0.000    0.000    0.000 core.py:763(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:827(SplitDateTimeWidget)
        1    0.000    0.000    0.000    0.000 collections.py:109(MultiPolygon)
        1    0.000    0.000    0.000    0.000 subqueries.py:46(UpdateQuery)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 widgets.py:436(TimeInput)
        1    0.000    0.000    0.000    0.000 query.py:953(ValuesListQuerySet)
        1    0.000    0.000    0.000    0.000 __init__.py:168(LaxOptionParser)
        1    0.000    0.000    0.000    0.000 query.py:990(DateQuerySet)
        2    0.000    0.000    0.000    0.000 creation.py:19(__init__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:704(literal)
        1    0.000    0.000    0.000    0.000 deletion.py:33(SET)
        1    0.000    0.000    0.000    0.000 util.py:18(SpatialOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        1    0.000    0.000    0.000    0.000 httplib.py:1098(HTTPSConnection)
        4    0.000    0.000    0.000    0.000 optparse.py:629(_check_action)
        3    0.000    0.000    0.000    0.000 _inspect.py:159(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:222(ManagementUtility)
        1    0.000    0.000    0.000    0.000 handlers.py:804(SMTPHandler)
        1    0.000    0.000    0.000    0.000 header.py:137(Header)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 tz.py:27(FixedOffsetTimezone)
        2    0.000    0.000    0.000    0.000 aggregates.py:9(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:806(FileHandler)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 introspection.py:7(PostGISIntrospection)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 urllib2.py:149(HTTPError)
        1    0.000    0.000    0.000    0.000 aggregates.py:99(Count)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 where.py:30(GeoWhereNode)
        1    0.000    0.000    0.000    0.000 prepared.py:5(PreparedGeometry)
        1    0.000    0.000    0.000    0.000 _datasource.py:70(__init__)
        1    0.000    0.000    0.000    0.000 message.py:322(EmailMultiAlternatives)
        1    0.000    0.000    0.000    0.000 field.py:148(OFTTime)
        1    0.000    0.000    0.000    0.000 hmac.py:20(HMAC)
        1    0.000    0.000    0.000    0.000 unittest.py:780(TestProgram)
        1    0.000    0.000    0.000    0.000 base.py:300(LabelCommand)
        1    0.000    0.000    0.000    0.000 where.py:282(Constraint)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 dictconfig.py:61(ConvertingDict)
        1    0.000    0.000    0.000    0.000 posixpath.py:109(basename)
        1    0.000    0.000    0.000    0.000 query.py:24(GeoQuery)
        1    0.000    0.000    0.000    0.000 __init__.py:541(Filterer)
        1    0.000    0.000    0.000    0.000 {method 'set_isolation_level' of 'psycopg2._psycopg.connection' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:408(LibraryLoader)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 __init__.py:470(CFunctionType)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 urllib2.py:915(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:765(BaseDatabaseIntrospection)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:660(RadioSelect)
        1    0.000    0.000    0.000    0.000 aggregates.py:51(Extent)
        1    0.000    0.000    0.000    0.000 geometries.py:719(MultiPolygon)
        1    0.000    0.000    0.000    0.000 __init__.py:148(py_object)
        1    0.000    0.000    0.000    0.000 urllib2.py:1187(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:873(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 proxy.py:9(GeometryProxy)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 formsets.py:19(ManagementForm)
        1    0.000    0.000    0.000    0.000 httplib.py:1201(BadStatusLine)
        1    0.000    0.000    0.000    0.000 subclassing.py:74(SubfieldBase)
        1    0.000    0.000    0.000    0.000 where.py:7(GeoConstraint)
        1    0.000    0.000    0.000    0.000 urllib2.py:1085(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 core.py:5794(_extrema_operation)
        1    0.000    0.000    0.000    0.000 decimal.py:259(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 util.py:12(CursorWrapper)
        1    0.000    0.000    0.000    0.000 widgets.py:467(CheckboxInput)
        1    0.000    0.000    0.000    0.000 urllib2.py:1073(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 srs.py:321(CoordTransform)
        1    0.000    0.000    0.000    0.000 query_utils.py:35(Q)
        1    0.000    0.000    0.000    0.000 __init__.py:368(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:870(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 core.py:128(MaskError)
        1    0.000    0.000    0.000    0.000 _datasource.py:47(_FileOpeners)
        1    0.000    0.000    0.000    0.000 SocketServer.py:593(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:222(c_char)
        1    0.000    0.000    0.000    0.000 where.py:253(EverythingNode)
        1    0.000    0.000    0.000    0.000 __init__.py:861(BaseDatabaseClient)
        1    0.000    0.000    0.000    0.000 httplib.py:1120(HTTPS)
        3    0.000    0.000    0.000    0.000 core.py:778(__init__)
        1    0.000    0.000    0.000    0.000 smtplib.py:118(SMTPConnectError)
        1    0.000    0.000    0.000    0.000 calendar.py:484(TimeEncoding)
        1    0.000    0.000    0.000    0.000 libgeos.py:80(GEOSContextHandle_t)
        1    0.000    0.000    0.000    0.000 smtplib.py:89(SMTPSenderRefused)
        1    0.000    0.000    0.000    0.000 numeric.py:2337(errstate)
        1    0.000    0.000    0.000    0.000 error.py:10(OGRIndexError)
        1    0.000    0.000    0.000    0.000 urllib.py:979(addinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_float)
        1    0.000    0.000    0.000    0.000 libgeos.py:77(GEOSGeom_t)
        1    0.000    0.000    0.000    0.000 base.py:335(NoArgsCommand)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:866(PlaceHolder)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 util.py:29(CursorDebugWrapper)
        1    0.000    0.000    0.000    0.000 dictconfig.py:121(ConvertingTuple)
        1    0.000    0.000    0.000    0.000 linestring.py:150(LinearRing)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 urllib2.py:1195(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 errors.py:9(MessageError)
        1    0.000    0.000    0.000    0.000 aggregates.py:57(Min)
        1    0.000    0.000    0.000    0.000 aggregates.py:5(AggregateField)
        1    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 decimal.py:158(DecimalException)
        1    0.000    0.000    0.000    0.000 __init__.py:161(c_ushort)
        1    0.000    0.000    0.000    0.000 decimal.py:296(Rounded)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 functional.py:129(Promise)
        1    0.000    0.000    0.000    0.000 files.py:295(ImageFileDescriptor)
        1    0.000    0.000    0.000    0.000 widgets.py:247(HiddenInput)
        1    0.000    0.000    0.000    0.000 decimal.py:5217(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:57(TemporaryUploadedFile)
        1    0.000    0.000    0.000    0.000 collections.py:93(MultiPoint)
        1    0.000    0.000    0.000    0.000 error.py:9(SRSException)
