1,34.80833,-98.02325,9,5,2283,1246
2,2012/03/21,716,2508,324,754,3012,2451,1373,1073741824,3481,2302,12760,136,87,2012/03/27
2,2012/03/29,703,2410,331,750,3190,2509,1482,1073741824,3530,76,-4110,72,89,2012/03/29
2,2012/04/06,2131,3419,2201,2314,3538,3099,2124,1073741824,2881,2283,13108,1033,103,2012/04/12
2,2012/04/14,555,2815,288,687,2880,2162,1089,1073741824,2641,1173,13247,72,112,2012/04/21
2,2012/04/22,850,2860,395,907,3496,2646,1637,1073741824,2734,1277,-3879,72,114,2012/04/23
2,2012/04/30,667,2848,311,716,2883,2040,1076,1073741824,2096,3311,13419,136,126,2012/05/05
2,2012/05/08,776,2830,350,810,3507,2632,1524,1073741824,2322,1270,-3138,72,130,2012/05/09
2,2012/05/16,656,2688,335,723,3037,2412,1238,1073741824,2098,57,-3401,72,137,2012/05/16
2,2012/05/24,809,3133,397,859,3411,2817,1479,1075576832,2072,1305,-2527,136,146,2012/05/25
2,2012/06/01,809,2299,388,800,2981,2561,1501,1073741824,1781,1118,15029,72,160,2012/06/08
2,2012/06/09,911,3013,466,949,6470,3103,1831,1075576832,1985,1333,-1993,200,162,2012/06/10
2,2012/06/17,851,2868,394,882,3546,2740,1516,1073741824,1881,85,-1697,73,169,2012/06/17
2,2012/06/25,932,2911,488,931,3472,3038,1698,1073741824,2027,1295,-2073,72,178,2012/06/26
2,2012/07/03,1013,2579,512,935,3247,2962,1764,1073741824,1970,85,2509,72,185,2012/07/03
2,2012/07/11,1184,2891,369,1016,3944,3680,2383,1073741824,2169,1277,-2117,72,194,2012/07/12
2,2012/07/19,846,2292,389,789,2928,2802,1647,1073741824,2155,57,-2659,74,201,2012/07/19
2,2012/07/27,1356,2854,664,1144,3557,3614,2309,1073741824,2396,1295,-2819,74,210,2012/07/28
2,2012/08/04,1406,2550,681,1139,3540,3472,2267,1073741824,2426,105,404,72,217,2012/08/04
2,2012/08/12,1157,2886,557,1008,3570,3246,1850,1073741824,2702,1304,-3555,72,226,2012/08/13
2,2012/08/20,1370,2733,685,1175,3878,3578,2366,1073741824,2996,2427,-3797,72,235,2012/08/22
2,2012/08/28,965,2503,488,890,3248,3207,1931,1073741824,3090,1270,-4019,72,242,2012/08/29
2,2012/09/05,821,2261,404,744,2993,2786,1560,1073741824,3372,1189,12655,72,256,2012/09/12
2,2012/09/13,805,2255,400,775,2958,2712,1642,1073741824,3556,2319,12363,72,263,2012/09/19
2,2012/09/21,1153,2969,580,1076,3522,3300,2022,1073741824,4099,4252,-5030,72,269,2012/09/25
2,2012/09/29,937,2750,475,963,3438,2861,1701,1073741824,4259,3421,-5346,136,276,2012/10/02
2,2012/10/07,1145,3298,531,1132,3811,3472,2047,1073741824,4271,94,-6530,138,281,2012/10/07
2,2012/10/15,798,2658,410,814,3210,2701,1458,1073741824,4621,1323,-6120,72,290,2012/10/16
2,2012/10/23,808,2246,366,711,3133,2709,1622,1073741824,5005,1137,11210,72,304,2012/10/30
2,2012/10/31,911,2515,444,860,3111,2649,1425,1073741824,5136,1323,-6186,72,306,2012/11/01
2,2012/11/08,1172,2475,561,965,3434,3043,1974,1073741824,5307,128,-3524,72,313,2012/11/08
2,2012/11/16,1185,2602,587,977,4085,3103,1811,1075576832,5578,1315,-6169,72,322,2012/11/17
2,2012/11/24,1252,2412,584,1024,3133,3114,1923,1073741824,5702,85,-5934,72,329,2012/11/24
2,2012/12/02,1251,2629,577,1031,3374,3286,1900,1073741824,6011,3431,-6217,74,340,2012/12/05
2,2012/12/10,1268,2424,636,1028,2874,2499,1458,1073741824,5955,96,-3627,72,345,2012/12/10
2,2012/12/18,1472,2700,686,1170,3655,3728,2358,1073741824,6158,3440,-6017,74,356,2012/12/21
2,2012/12/26,964,2122,523,648,2786,2765,1549,1073741824,5872,4827,11507,136,364,2012/12/29
2,2013/01/01,1229,2424,587,977,3738,3305,2117,1073741824,6122,3412,-5873,72,6,2013/01/06
2,2013/01/09,1017,1984,487,806,3076,2398,1571,1073741824,5997,2419,-5637,72,13,2013/01/13
2,2013/01/17,932,1734,443,751,2559,2763,1786,1073741824,5777,1171,12178,72,18,2013/01/18
2,2013/01/25,881,1655,458,713,2397,2791,1826,1073741824,5381,3292,12087,72,32,2013/02/01
2,2013/02/02,894,1686,420,720,2907,2780,1884,1075576832,5415,1163,12064,72,34,2013/02/03
2,2013/02/10,786,1415,409,663,2172,2216,1523,1073741824,5164,2283,12392,72,41,2013/02/10
2,2013/02/18,889,1733,459,744,2513,2880,1825,1073741824,4917,1153,12559,72,50,2013/02/19
2,2013/02/26,873,1917,418,736,2550,2691,1755,1073741824,4650,60,-7042,72,59,2013/02/28
2,2013/03/06,926,1759,437,765,2675,2840,2028,1073741824,4328,1189,12719,72,66,2013/03/07
2,2013/03/14,906,1997,446,788,2653,2904,1858,1073741824,4037,23,-7441,72,75,2013/03/16
2,2013/03/22,1106,2043,557,947,3028,3136,2375,1073741824,3754,1241,-4681,72,84,2013/03/25
2,2013/03/30,941,2219,491,869,2790,2813,1800,1073741824,3418,9,2251,72,91,2013/04/01
2,2013/04/07,1092,2599,550,1015,3304,3385,2203,1073741824,3253,3374,-3979,72,102,2013/04/12
2,2013/04/15,992,2495,506,963,3110,3182,1993,1073741824,2940,2381,-3999,72,109,2013/04/19
2,2013/04/23,843,2419,416,830,2875,2738,1630,1073741824,2549,1208,13397,72,114,2013/04/24
2,2013/05/01,854,2381,411,843,3137,2762,1808,1073741824,2375,47,-490,72,123,2013/05/03
2,2013/05/09,969,2845,506,982,3624,2952,1842,1073741824,2426,3449,-2875,72,134,2013/05/14
2,2013/05/17,615,2532,349,704,2830,1979,1067,1073741824,1608,4827,13373,72,142,2013/05/22
2,2013/05/25,1279,3170,1226,1415,3317,2893,1724,1073741824,1557,4139,14005,1034,151,2013/05/31
2,2013/06/02,770,2731,381,834,2997,2232,1128,1073741824,1888,60,-4444,72,155,2013/06/04
2,2013/06/10,720,2736,371,787,3110,2456,1324,1075838976,1765,1182,15091,72,162,2013/06/11
2,2013/06/18,707,3177,341,830,3316,2460,1226,1073741824,1880,52,-4375,72,171,2013/06/20
2,2013/06/26,862,3015,426,903,3239,2645,1450,1073741824,1811,1172,15440,72,178,2013/06/27
2,2013/07/04,829,2581,413,783,3118,2553,1372,1073741824,1750,3283,14883,73,192,2013/07/11
2,2013/07/12,865,2670,451,855,3130,2631,1422,1073741824,1968,1135,15227,74,194,2013/07/13
2,2013/07/20,496,2400,238,611,2827,2130,1018,1073741824,1969,2274,14768,72,201,2013/07/20
2,2013/07/28,805,3269,448,988,3408,2735,1413,1073741824,2210,1155,14488,8202,210,2013/07/29
